Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	STMMW_36531		3875609	1251	valine--pyruvate aminotransferase	502	STMMW_36531.fasta	
	STMMW_36541		3876896	474	putative electron-transport protein	231	STMMW_36541.fasta	
	STMMW_36681		3890850	1539	aldehyde dehydrogenase B	533	STMMW_36681.fasta	
	STMMW_36691		3892557	882	putative sugar kinase	403	STMMW_36691.fasta	
	STMMW_36701		3893723	1851	selenocysteine-specific elongation factor	611	STMMW_36701.fasta	
	STMMW_36711		3895570	1392	L-seryl-tRNA(Ser) selenium transferase	495	STMMW_36711.fasta	
	STMMW_36721		3897060	609	putative glutathione transferase	329	STMMW_36721.fasta	
	STMMW_36741		3900281	1149	mannitol-1-phosphate dehydrogenase	480	STMMW_36741.fasta	
	STMMW_36751		3901426	591	mannitol operon repressor (mannitol repressor protein)	302	STMMW_36751.fasta	
	STMMW_36771		3902526	363	conserved hypothetical protein	189	STMMW_36771.fasta	
	STMMW_36811		3910441	777	L-lactate dehydrogenase operon regulator	423	STMMW_36811.fasta	
	STMMW_36821		3911214	1191	L-lactate dehydrogenase	531	STMMW_36821.fasta	
	STMMW_36831		3912468	474	putative RNA-methyltransferase	235	STMMW_36831.fasta	
	STMMW_36871		3916995	822	serine acetyltransferase	303	STMMW_36871.fasta	
	STMMW_36881		3917894	1020	glycerol-3-phosphate dehydrogenase	350	STMMW_36881.fasta	
	STMMW_36891		3918913	468	protein-export protein SecB	136	STMMW_36891.fasta	
	STMMW_36901		3919424	252	glutaredoxin 3	83	STMMW_36901.fasta	
	STMMW_36911		3919762	432	putative secreted protein	107	STMMW_36911.fasta	
	STMMW_36921		3920441	1545	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	516	STMMW_36921.fasta	
	STMMW_36931		3921995	1284	putative exported protein	492	STMMW_36931.fasta	
	STMMW_36941		3923282	963	putative exported protein	380	STMMW_36941.fasta	
	STMMW_36951		3924231	1035	putative glycosyltransferase	444	STMMW_36951.fasta	
	STMMW_36971		3925759	1026	threonine 3-dehydrogenase	408	STMMW_36971.fasta	
	STMMW_36981		3926794	1197	2-amino-3-ketobutyrate coenzyme A ligase	445	STMMW_36981.fasta	
	STMMW_36991		3928193	933	ADP-L-Glycero-D-mannoheptose-6-epimerase	372	STMMW_36991.fasta	
	STMMW_37001		3929128	1047	ADP-heptose-LPS heptosyltransferase II	417	STMMW_37001.fasta	
	STMMW_37011		3930174	954	lipopolysaccharide heptosyltransferase-1	347	STMMW_37011.fasta	
	STMMW_37021		3931167	1215	O-antigen ligase	502	STMMW_37021.fasta	
	STMMW_37041		3933684	810	lipopolysaccharide core biosynthesis protein RfaZ	420	STMMW_37041.fasta	
	STMMW_37051		3934643	699	lipopolysaccharide core biosynthesis protein	380	STMMW_37051.fasta	
	STMMW_37061		3935364	1011	lipopolysaccharide 1,2-glucosyltransferase	501	STMMW_37061.fasta	
	STMMW_37071		3936392	1014	lipopolysaccharide 1,3-galactosyltransferase	391	STMMW_37071.fasta	
	STMMW_37081		3937411	1080	lipopolysaccharide 1,6-galactosyltransferase	452	STMMW_37081.fasta	
	STMMW_37101		3938825	798	lipopolysaccharide core biosynthesis protein	385	STMMW_37101.fasta	
	STMMW_37111		3939615	1125	lipopolysaccharide core biosynthesis protein	388	STMMW_37111.fasta	
	STMMW_37121		3940736	1035	lipopolysaccharide core biosynthesis protein	351	STMMW_37121.fasta	
	STMMW_37131		3942281	1212	3-deoxy-D-manno-octulosonic-acid transferase	428	STMMW_37131.fasta	
	STMMW_37141		3943501	480	phosphopantetheine adenylyltransferase	222	STMMW_37141.fasta	
	STMMW_37151		3944008	810	formamidopyrimidine-DNA glycosylase	392	STMMW_37151.fasta	
	STMMW_37161		3944915	168	50S ribosomal subunit protein L33	42	STMMW_37161.fasta	
	STMMW_37171		3945103	237	50S ribosomal subunit protein L28	37	STMMW_37171.fasta	
	STMMW_37181		3945557	666	putative DNA repair protein	259	STMMW_37181.fasta	
	STMMW_37191		3946395	1224	conserved hypothetical protein	498	STMMW_37191.fasta	
	STMMW_37201		3947599	456	deoxyuridine 5'-triphosphate nucleotidohydrolase	150	STMMW_37201.fasta	
	STMMW_37211		3948162	597	putative TetR-family transcriptional regulator	187	STMMW_37211.fasta	
	STMMW_37221		3948836	642	orotate phosphoribosyltransferase	262	STMMW_37221.fasta	
	STMMW_37231		3949556	717	RNase PH	299	STMMW_37231.fasta	
	STMMW_37241		3950398	864	conserved hypothetical protein	486	STMMW_37241.fasta	
	STMMW_37251		3951311	858	putative regulatory protein	351	STMMW_37251.fasta	
	STMMW_37271		3953419	618	putative membrane protein	176	STMMW_37271.fasta	
	STMMW_37281		3954033	1686	putative DNA ligase	579	STMMW_37281.fasta	
	STMMW_37291		3955975	624	5'guanylate kinase	155	STMMW_37291.fasta	
	STMMW_37301		3956653	276	DNA-directed RNA polymerase omega chain	61	STMMW_37301.fasta	
	STMMW_37311		3956947	2112	CG Site No. 156	615	STMMW_37311.fasta	
	STMMW_37321		3959063	690	tRNA (guanosine-2'-O)-methyltransferase	360	STMMW_37321.fasta	
	STMMW_37331		3959758	2082	ATP-dependent DNA helicase	671	STMMW_37331.fasta	
	STMMW_37351		3962696	1206	glutamate permease	489	STMMW_37351.fasta	
	STMMW_37361		3964129	1392	putative purine permease	515	STMMW_37361.fasta	
	STMMW_37371		3965641	1710	putative exported protein	571	STMMW_37371.fasta	
	STMMW_37381		3967453	2319	putative glycosyl hydrolase	732	STMMW_37381.fasta	
	STMMW_37391		3969783	1383	sodium:galactoside family symporter	550	STMMW_37391.fasta	
	STMMW_37521		3984418	2727	Magnesium transport ATPase, P-type 2	658	STMMW_37521.fasta	
	STMMW_37531		3987364	696	Mg(2+) transport ATPase protein C	272	STMMW_37531.fasta	
	STMMW_37541		3988568	903	putative membrane protein	352	STMMW_37541.fasta	
	STMMW_37551		3989513	942	conserved hypothetical protein	208	STMMW_37551.fasta	
	STMMW_37561		3990690	744	conserved hypothetical protein	363	STMMW_37561.fasta	
	STMMW_37631		3998419	294	putative secreted protein	200	STMMW_37631.fasta	
	STMMW_37641		3998818	1383	putative glycosyl hydrolase	501	STMMW_37641.fasta	
	STMMW_37651		4000260	1194	putative inner membrane transport protein	428	STMMW_37651.fasta	
	STMMW_37751		4008410	453	putative exported protein	285	STMMW_37751.fasta	
	STMMW_37761		4009055	1392	hexosephosphate transport protein	506	STMMW_37761.fasta	
	STMMW_37771		4010589	1329	regulatory protein	529	STMMW_37771.fasta	
	STMMW_37781		4011927	1503	two-component system sensor histidine kinase	561	STMMW_37781.fasta	
	STMMW_37791		4013429	591	two-component system response regulator protein	320	STMMW_37791.fasta	
	STMMW_37801		4014094	1014	hypothetical protein	477	STMMW_37801.fasta	
	STMMW_37811		4015119	1317	probable permease	550	STMMW_37811.fasta	
	STMMW_37821		4016466	921	putative carbohydrate kinase	390	STMMW_37821.fasta	
	STMMW_37831		4017711	786	putative deoR-family transcriptional regulator	268	STMMW_37831.fasta	
	STMMW_37841		4018498	291	acetohydroxy acid synthase I, small subunit	125	STMMW_37841.fasta	
	STMMW_37851		4018792	1689	acetohydroxy acid synthase I, small subunit	554	STMMW_37851.fasta	
	STMMW_37852		4020587	99	IlvBN operon leader peptide	53	STMMW_37852.fasta	
	STMMW_37861		4021208	96	conserved hypothetical protein	24	STMMW_37861.fasta	
	STMMW_37871		4021319	90	putative LexA-regulated protein TisB	29	STMMW_37871.fasta	
	STMMW_37881		4021501	861	putative membrane protein	364	STMMW_37881.fasta	
	STMMW_37891		4022663	1086	multidrug resistance protein D	477	STMMW_37891.fasta	
	STMMW_37901		4023675	1086	hypothetical protein	401	STMMW_37901.fasta	
	STMMW_37941		4028732	531	conserved hypothetical protein	240	STMMW_37941.fasta	
	STMMW_37951		4029259	363	putative membrane protein	153	STMMW_37951.fasta	
	STMMW_37961		4029611	348	putative membrane protein	182	STMMW_37961.fasta	
	STMMW_37971		4030402	1662	putative membrane protein	525	STMMW_37971.fasta	
	STMMW_37981		4032253	429	heat shock protein B	190	STMMW_37981.fasta	
	STMMW_37991		4032791	414	heat shock protein A	142	STMMW_37991.fasta	
	STMMW_38001		4033511	336	putative lipoprotein	130	STMMW_38001.fasta	
	STMMW_38011		4033848	1227	putative ATP/GTP-binding protein	516	STMMW_38011.fasta	
	STMMW_38041		4041471	1401	probable cytochrome c peroxidase	527	STMMW_38041.fasta	
	STMMW_38051		4043061	633	TorD protein	326	STMMW_38051.fasta	
	STMMW_38071		4046228	1185	cytochrome C-type protein	434	STMMW_38071.fasta	
	STMMW_38081		4047542	693	torCAD operon transcriptional regulatory protein	354	STMMW_38081.fasta	
	STMMW_38091		4048207	1041	Solute binding receptor protein	443	STMMW_38091.fasta	
	STMMW_38201		4061731	2415	DNA gyrase subunit B	655	STMMW_38201.fasta	
	STMMW_38211		4064174	1074	recF protein	474	STMMW_38211.fasta	
	STMMW_38221		4065395	1101	DNA polymerase III beta-subunit	490	STMMW_38221.fasta	
	STMMW_38231		4066500	1401	chromosomal replication initiator protein	452	STMMW_38231.fasta	
	STMMW_38241		4068561	141	50S ribosomal protein L34	24	STMMW_38241.fasta	
	STMMW_38251		4068718	360	RNase P, protein component	89	STMMW_38251.fasta	
	STMMW_38261		4069041	258	conserved hypothetical protein	59	STMMW_38261.fasta	
	STMMW_38271		4069301	1647	putative membrane protein	515	STMMW_38271.fasta	
	STMMW_38281		4071089	1365	thiophene and furan oxidation protein	638	STMMW_38281.fasta	
	STMMW_38341		4079226	756	conserved hypothetical protein	310	STMMW_38341.fasta	
	STMMW_38351		4079981	585	conserved hypothetical protein	322	STMMW_38351.fasta	
	STMMW_38371		4082116	666	putative hydrolase	398	STMMW_38371.fasta	
	STMMW_38381		4082876	726	phosphate transport system regulatory protein	394	STMMW_38381.fasta	
	STMMW_38391		4083616	774	phosphate transport ATP-binding protein	322	STMMW_38391.fasta	
	STMMW_38401		4084476	891	phosphate transport system permease protein	435	STMMW_38401.fasta	
	STMMW_38411		4085366	960	phosphate transport system permease protein	434	STMMW_38411.fasta	
	STMMW_38421		4086461	1041	periplasmic phosphate-binding protein	458	STMMW_38421.fasta	
	STMMW_38461		4091911	1830	glucosamine--fructose-6-phosphate aminotransferase	607	STMMW_38461.fasta	
	STMMW_38471		4093929	1371	UDP-n-acetylglucosamine pyrophosphorylase	525	STMMW_38471.fasta	
	STMMW_38491		4096547	420	ATP synthase epsilon subunit	106	STMMW_38491.fasta	
	STMMW_38501		4096987	1383	ATP synthase beta subunit	442	STMMW_38501.fasta	
	STMMW_38511		4098396	864	ATP synthase gamma subunit	217	STMMW_38511.fasta	
	STMMW_38521		4099310	1542	ATP synthase alpha subunit	497	STMMW_38521.fasta	
	STMMW_38531		4100864	534	ATP synthase delta subunit	126	STMMW_38531.fasta	
	STMMW_38541		4101412	471	ATP synthase subunit B	98	STMMW_38541.fasta	
	STMMW_38542		4101942	240		33	STMMW_38542.fasta	
	STMMW_38551		4102228	816	ATP synthase A chain	175	STMMW_38551.fasta	
	STMMW_38561		4103052	381	ATP synthase protein I	103	STMMW_38561.fasta	
	STMMW_38571		4104048	624	glucose inhibited division protein	332	STMMW_38571.fasta	
	STMMW_38581		4104774	1890	glucose inhibited division protein	638	STMMW_38581.fasta	
	STMMW_38591		4107042	444	MioC protein	270	STMMW_38591.fasta	
	STMMW_38601		4107575	459	regulatory protein	216	STMMW_38601.fasta	
	STMMW_38611		4108184	993	asparagine synthetase A	427	STMMW_38611.fasta	
	STMMW_38621		4109181	1401	conserved hypothetical protein	545	STMMW_38621.fasta	
	STMMW_38631		4110626	1497	conserved hypothetical protein	508	STMMW_38631.fasta	
	STMMW_38641		4112470	1869	membrane transport protein	547	STMMW_38641.fasta	
	STMMW_38651		4114535	420	high affinity ribose transport protein RbsD	188	STMMW_38651.fasta	
	STMMW_38661		4114962	1506	high affinity ribose transport protein	511	STMMW_38661.fasta	
	STMMW_38671		4116473	966	high affinity ribose transport protein	438	STMMW_38671.fasta	
	STMMW_38681		4117463	891	D-ribose-binding periplasmic protein	372	STMMW_38681.fasta	
	STMMW_38691		4118487	930	ribokinase	336	STMMW_38691.fasta	
	STMMW_38701		4119420	999	ribose operon repressor	451	STMMW_38701.fasta	
	STMMW_38721		4121823	705	hypothetical 20.8 kDa protein in rbsr-rrsc intergenic region	226	STMMW_38721.fasta	
	STMMW_38731		4128419	849	possible LysR-family transcriptional regulatory protein	289	STMMW_38731.fasta	
	STMMW_38741		4129374	339	conserved hypothetical protein	109	STMMW_38741.fasta	
	STMMW_38752		4131609	99		30	STMMW_38752.fasta	
	STMMW_38761		4131847	1647	acetolactate synthase large subunit	552	STMMW_38761.fasta	
	STMMW_38771		4133493	261	acetohydroxy acid synthase II, small subunit	80	STMMW_38771.fasta	
	STMMW_38781		4133771	930	branched-chain amino-acid aminotransferase	424	STMMW_38781.fasta	
	STMMW_38791		4134861	1851	dihydroxyacid dehydratase	600	STMMW_38791.fasta	
	STMMW_38801		4136714	1545	threonine deaminase	513	STMMW_38801.fasta	
	STMMW_38841		4140251	1476	ketol-acid reductoisomerase	540	STMMW_38841.fasta	
	STMMW_38851		4141818	282	peptidyl-prolyl cis-trans isomerase C	149	STMMW_38851.fasta	
	STMMW_38881		4142637	2025	ATP-dependent DNA helicase	599	STMMW_38881.fasta	
	STMMW_38891		4144701	1482	guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (guanosine pentaphosphatase)	465	STMMW_38891.fasta	
	STMMW_38901		4146301	1266	putative ATP-dependent RNA helicase	451	STMMW_38901.fasta	
	STMMW_38911		4147710	330	thioredoxin	82	STMMW_38911.fasta	
	STMMW_38921		4148458	1260	transcription termination factor	406	STMMW_38921.fasta	
	STMMW_38931		4149947	1104	putative undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase	247	STMMW_38931.fasta	
	STMMW_38941		4151062	1047	lipopolysaccharide biosynthesis protein	334	STMMW_38941.fasta	
	STMMW_38951		4152164	1131	UDP-N-acetyl-D-glucosamine 2-epimerase	318	STMMW_38951.fasta	
	STMMW_38961		4153291	1263	UDP-ManNAc dehydrogenase	463	STMMW_38961.fasta	
	STMMW_38971		4154553	1068	UDP-N-acetylglucosamine epimerase (UDP-GlcNAc-2-epimerase)	462	STMMW_38971.fasta	
	STMMW_38991		4155984	549	lipopolysaccharide biosynthesis protein	249	STMMW_38991.fasta	
	STMMW_39001		4156537	1131	lipopolysaccharide biosynthesis protein	424	STMMW_39001.fasta	
	STMMW_39011		4157669	1251	putative lipopolysaccharide biosynthesis protein	503	STMMW_39011.fasta	
	STMMW_39021		4158916	1080	conserved hypothetical protein	447	STMMW_39021.fasta	
	STMMW_39031		4159992	1359	probable 4-alpha-l-fucosyltransferase	458	STMMW_39031.fasta	
	STMMW_39041		4161347	741	probable UDP-N-acetyl-D-mannosaminuronic acid transferase	337	STMMW_39041.fasta	
	STMMW_39051		4162294	1386	probable amino acid permease	527	STMMW_39051.fasta	
	STMMW_39061		4164796	1140	porphyrin biosynthetic protein	496	STMMW_39061.fasta	
	STMMW_39071		4165995	1170	uroporphyrinogen III methylase	475	STMMW_39071.fasta	
	STMMW_39081		4167186	741	uroporphyrinogen III synthase	385	STMMW_39081.fasta	
	STMMW_39091		4167923	957	porphobilinogen deaminase	412	STMMW_39091.fasta	
	STMMW_39101		4169241	2547	adenylate cyclase	662	STMMW_39101.fasta	
	STMMW_39141		4173421	321	CyaY protein	333	STMMW_39141.fasta	
	STMMW_39171		4174896	204	putative lipoprotein	81	STMMW_39171.fasta	
	STMMW_39181		4175133	828	diaminopimelate epimerase	359	STMMW_39181.fasta	
	STMMW_39191		4175957	708	conserved hypothetical protein	306	STMMW_39191.fasta	
	STMMW_39201		4176661	903	integrase/recombinase	388	STMMW_39201.fasta	
	STMMW_39211		4177563	717	conserved hypothetical protein	274	STMMW_39211.fasta	
	STMMW_39221		4178415	2163	DNA helicase II	626	STMMW_39221.fasta	
	STMMW_39231		4181049	951	magnesium and cobalt transport protein	379	STMMW_39231.fasta	
	STMMW_39271		4183865	486	conserved hypothetical protein	203	STMMW_39271.fasta	
	STMMW_39281		4184620	747	detergent-resistant phospholipase A	291	STMMW_39281.fasta	
	STMMW_39291		4185432	1848	ATP-dependent DNA helicase	502	STMMW_39291.fasta	
	STMMW_39301		4187343	621	threonine efflux protein	338	STMMW_39301.fasta	
	STMMW_39311		4188003	621	homoserine/homoserine lactone efflux protein	309	STMMW_39311.fasta	
	STMMW_39321		4188734	1017	lysophospholipase L2	359	STMMW_39321.fasta	
	STMMW_39331		4189766	801	conserved hypothetical protein	277	STMMW_39331.fasta	
	STMMW_39341		4190647	900	putative membrane protein	415	STMMW_39341.fasta	
	STMMW_39351		4191434	954	trans-activator of metE and metH	389	STMMW_39351.fasta	
	STMMW_39361		4192636	2265	5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase	672	STMMW_39361.fasta	
	STMMW_39381		4196667	813	putative hydrolase	403	STMMW_39381.fasta	
	STMMW_39391		4197738	762	uridine phosphorylase	340	STMMW_39391.fasta	
	STMMW_39401		4198639	1431	putative membrane protein	459	STMMW_39401.fasta	
	STMMW_39411		4200165	756	ubiquinone/menaquinone biosynthesis methyltransferase UbiE	198	STMMW_39411.fasta	
	STMMW_39421		4200930	606	conserved hypothetical protein	259	STMMW_39421.fasta	
	STMMW_39431		4201532	1641	ubiquinone biosynthesis protein	461	STMMW_39431.fasta	
	STMMW_39441		4203378	255	Sec-independent protein translocase protein	48	STMMW_39441.fasta	
	STMMW_39451		4203636	549	Sec-independent protein translocase protein	167	STMMW_39451.fasta	
	STMMW_39461		4204187	780	Sec-independent protein translocase protein	213	STMMW_39461.fasta	
	STMMW_39471		4205008	783	putative deoxyribonuclease	344	STMMW_39471.fasta	
	STMMW_39481		4205798	489	transcriptional activator	102	STMMW_39481.fasta	
	STMMW_39491		4206472	1479	conserved hypothetical protein	479	STMMW_39491.fasta	
	STMMW_39501		4208036	702	flavin reductase	323	STMMW_39501.fasta	
	STMMW_39521		4211011	1164	small (beta) subunit of the fatty acid-oxidizing multienzyme complex	473	STMMW_39521.fasta	
	STMMW_39531		4212184	2190	large (alpha) subunit of the fatty acid-oxidizing multienzyme complex	644	STMMW_39531.fasta	
	STMMW_39541		4214563	1332	proline dipeptidase	483	STMMW_39541.fasta	
	STMMW_39551		4215894	615	conserved hypothetical protein	278	STMMW_39551.fasta	
	STMMW_39561		4216547	1452	Trk system potassium uptake protein	459	STMMW_39561.fasta	
	STMMW_39571		4218010	546	protoporphyrinogen oxidase	261	STMMW_39571.fasta	
	STMMW_39591		4224963	585	molybdopterin-guanine dinucleotide biosynthesis protein A	355	STMMW_39591.fasta	
	STMMW_39601		4225617	270	conserved hypothetical protein	96	STMMW_39601.fasta	
	STMMW_39611		4225963	987	conserved hypothetical protein	358	STMMW_39611.fasta	
	STMMW_39621		4226966	624	thiol:disulfide interchange protein	257	STMMW_39621.fasta	
	STMMW_39631		4227602	909	putative acyltransferase	354	STMMW_39631.fasta	
	STMMW_39641		4228898	2787	DNA polymerase I	660	STMMW_39641.fasta	
	STMMW_39651		4232019	600	ATP/GTP-binding protein	221	STMMW_39651.fasta	
	STMMW_39661		4232891	225	hypothetical protein	64	STMMW_39661.fasta	
	STMMW_39671		4233234	504	conserved hypothetical protein	62	STMMW_39671.fasta	
	STMMW_39681		4233926	1374	oxygen-independent coproporphyrinogen III oxidase	475	STMMW_39681.fasta	
	STMMW_39682		4235389	111		52	STMMW_39682.fasta	
	STMMW_39701		4237030	1050	Two-component system sensory histidine kinase	386	STMMW_39701.fasta	
	STMMW_39711		4238354	1410	glutamine synthetase	419	STMMW_39711.fasta	
	STMMW_39721		4239742	429	conserved hypothetical protein	103	STMMW_39721.fasta	
	STMMW_39731		4240139	1824	GTP-binding protein	478	STMMW_39731.fasta	
	STMMW_39801		4247765	693	putative exported protein	358	STMMW_39801.fasta	
	STMMW_39811		4248525	1422	putative membrane transport protein	416	STMMW_39811.fasta	
	STMMW_39821		4249992	1383	putative membrane permease	407	STMMW_39821.fasta	
	STMMW_39851		4254361	1242	conserved hypothetical protein	478	STMMW_39851.fasta	
	STMMW_39861		4255618	879	putative aldolase	350	STMMW_39861.fasta	
	STMMW_39871		4256519	897	putative oxidoreductase	337	STMMW_39871.fasta	
	STMMW_39881		4257580	897	putative sugar kinase	454	STMMW_39881.fasta	
	STMMW_39891		4258510	804	putative deoR-family transcriptional regulator	335	STMMW_39891.fasta	
	STMMW_39901		4259504	600	putative haloacid dehalogenase-like hydrolase	241	STMMW_39901.fasta	
	STMMW_39911		4260097	873	ribonuclease BN	368	STMMW_39911.fasta	
	STMMW_39921		4260966	438	conserved hypothetical protein	215	STMMW_39921.fasta	
	STMMW_39931		4261400	990	putative acetyltransferase	458	STMMW_39931.fasta	
	STMMW_39981		4265040	930	FdhE protein	450	STMMW_39981.fasta	
	STMMW_39991		4265966	636	formate dehydrogenase-O gamma subunit	236	STMMW_39991.fasta	
	STMMW_40001		4266598	903	formate dehydrogenase-O beta subunit	402	STMMW_40001.fasta	
	STMMW_40051		4274531	324	putative exported protein	181	STMMW_40051.fasta	
	STMMW_40061		4274854	660	putative exported protein	284	STMMW_40061.fasta	
	STMMW_40071		4275596	567	putative DNA-binding protein	282	STMMW_40071.fasta	
	STMMW_40081		4276251	315	conserved hypothetical protein	148	STMMW_40081.fasta	
	STMMW_40091		4276562	1149	alcohol dehydrogenase	527	STMMW_40091.fasta	
	STMMW_40101		4277837	828	rhamnulose-1-phosphate aldolase (ec 4.1.2.19)	437	STMMW_40101.fasta	
	STMMW_40111		4278807	1260	L-rhamnose isomerase	527	STMMW_40111.fasta	
	STMMW_40121		4280063	1470	rhamnulokinase	522	STMMW_40121.fasta	
	STMMW_40131		4281820	837	L-rhamnose operon regulatory protein	361	STMMW_40131.fasta	
	STMMW_40141		4282809	849	L-rhamnose operon transcriptional activator	305	STMMW_40141.fasta	
	STMMW_40151		4283654	1035	L rhamnose-proton symporter	454	STMMW_40151.fasta	
	STMMW_40201		4289294	621	manganese superoxide dismutase	300	STMMW_40201.fasta	
	STMMW_40231		4291131	1374	two-component sensor kinase protein	523	STMMW_40231.fasta	
	STMMW_40241		4292501	699	two-component response regulatory protein	307	STMMW_40241.fasta	
	STMMW_40251		4293350	501	extracytoplasmic stress protein for protein-mediated toxicities	146	STMMW_40251.fasta	
	STMMW_40261		4293998	903	putative transmembrane efflux protein	332	STMMW_40261.fasta	
	STMMW_40271		4295085	963	6-phosphofructokinase	357	STMMW_40271.fasta	
	STMMW_40281		4296251	990	periplasmic sulphate binding protein	470	STMMW_40281.fasta	
	STMMW_40461		4313020	768	triosephosphate isomerase	429	STMMW_40461.fasta	
	STMMW_40471		4313900	597	putative exported protein	229	STMMW_40471.fasta	
	STMMW_40481		4314597	429	putative membrane protein	224	STMMW_40481.fasta	
	STMMW_40491		4315132	747	ferredoxin--NADP reductase	345	STMMW_40491.fasta	
	STMMW_40501		4315975	1011	putative glycerol metabolic protein	450	STMMW_40501.fasta	
	STMMW_40511		4317097	1509	glycerol kinase	514	STMMW_40511.fasta	
	STMMW_40521		4318626	846	glycerol uptake facilitator protein	266	STMMW_40521.fasta	
	STMMW_40531		4319870	240	conserved hypothetical protein	77	STMMW_40531.fasta	
	STMMW_40541		4320331	486	menaquinone biosynthesis protein	150	STMMW_40541.fasta	
	STMMW_40551		4320909	930	menaquinone biosynthetic protein	390	STMMW_40551.fasta	
	STMMW_40561		4321905	1332	heat shock protein	468	STMMW_40561.fasta	
	STMMW_40571		4323246	531	heat shock protein	125	STMMW_40571.fasta	
	STMMW_40591		4324936	1026	transcriptional repressor	378	STMMW_40591.fasta	
	STMMW_40601		4326116	2199	primosomal protein replication factor	653	STMMW_40601.fasta	
	STMMW_40611		4328518	213	50S ribosomal protein L31	55	STMMW_40611.fasta	
	STMMW_40641		4331886	318	repressor of the methionine regulon	71	STMMW_40641.fasta	
	STMMW_40651		4332468	1161	cystathionine gamma-synthase	442	STMMW_40651.fasta	
	STMMW_40661		4333631	2433	bifunctional aspartokinase II/homoserine dehydrogenase IIcan I write	683	STMMW_40661.fasta	
	STMMW_40711		4341283	891	5,10 methylenetetrahydrofolate reductase	377	STMMW_40711.fasta	
	STMMW_40721		4342338	2181	catalase (hydroperoxidase I)	674	STMMW_40721.fasta	
	STMMW_40741		4345458	1104	glycerol dehydrogenase	454	STMMW_40741.fasta	
	STMMW_40751		4346573	663	putative transaldolase	279	STMMW_40751.fasta	
	STMMW_40831		4356064	1734	putative membrane protein	569	STMMW_40831.fasta	
	STMMW_40841		4358008	2652	phosphoenolpyruvate carboxylase	670	STMMW_40841.fasta	
	STMMW_40851		4361028	1152	acetylornithine deacetylase	442	STMMW_40851.fasta	
	STMMW_40861		4362268	1005	N-acetyl-gamma-glutamyl-phosphate reductase	412	STMMW_40861.fasta	
	STMMW_40871		4363280	777	acetylglutamate kinase	362	STMMW_40871.fasta	
	STMMW_40881		4364174	1377	argininosuccinate lyase	503	STMMW_40881.fasta	
	STMMW_40891		4365835	918	hydrogen peroxide-inducible regulon activator	355	STMMW_40891.fasta	
	STMMW_40901		4366735	1401	possible pyridine nucleotide-disulphide oxidoreductase	427	STMMW_40901.fasta	
	STMMW_40911		4368334	636	possible TetR-family trancriptional regulatory protein	206	STMMW_40911.fasta	
	STMMW_40921		4368985	360	putative membrane protein	148	STMMW_40921.fasta	
	STMMW_40931		4369391	1101	tRNA (uracil-5)-methyltransferase	418	STMMW_40931.fasta	
	STMMW_40951		4372753	753	glutamate racemase	339	STMMW_40951.fasta	
	STMMW_40961		4379423	1029	UDP-N-acetylenolpyruvoylglucosamine reductase	391	STMMW_40961.fasta	
	STMMW_40971		4380448	963	bifunctional protein: biotin operon repressor and biotin-[acetyl-CoA carboxylase] synthetase	352	STMMW_40971.fasta	
	STMMW_40981		4381445	951	pantothenate kinase	348	STMMW_40981.fasta	
	STMMW_40982		4382604	174		81	STMMW_40982.fasta	
	STMMW_41001		4384723	429	preprotein translocase SecE subunit	75	STMMW_41001.fasta	
	STMMW_41011		4385153	546	transcription antitermination protein	160	STMMW_41011.fasta	
	STMMW_41021		4385856	429	50S ribosomal subunit protein L11	104	STMMW_41021.fasta	
	STMMW_41031		4386288	705	50S ribosomal subunit protein L1	224	STMMW_41031.fasta	
	STMMW_41041		4387412	498	50S ribosomal subunit protein L10	86	STMMW_41041.fasta	
	STMMW_41051		4387976	366	50S ribosomal subunit protein L7/L12	94	STMMW_41051.fasta	
	STMMW_41061		4388659	4029	DNA-directed RNA polymerase, beta-subunit	839	STMMW_41061.fasta	
	STMMW_41071		4392764	4224	DNA-directed RNA polymerase, beta'-subunit	799	STMMW_41071.fasta	
	STMMW_41121		4399773	1134	thiamine biosynthesis protein	447	STMMW_41121.fasta	
	STMMW_41131		4400903	771	thiamine biosynthesis protein	431	STMMW_41131.fasta	
	STMMW_41141		4401675	201	thiamine biosynthesis protein	183	STMMW_41141.fasta	
	STMMW_41151		4401856	759	thiamine biosynthesis protein	395	STMMW_41151.fasta	
	STMMW_41161		4402607	636	thiamine-phosphate pyrophosphorylase	370	STMMW_41161.fasta	
	STMMW_41171		4403242	1896	thiamine biosynthesis protein	609	STMMW_41171.fasta	
	STMMW_41181		4405501	489	putative regulatory protein	167	STMMW_41181.fasta	
	STMMW_41191		4406082	774	conserved hypothetical protein	358	STMMW_41191.fasta	
	STMMW_41201		4406896	1065	uroporphyrinogen decarboxylase	439	STMMW_41201.fasta	
	STMMW_41211		4407970	672	putative endonuclease V	350	STMMW_41211.fasta	
	STMMW_41221		4408683	591	conserved hypothetical protein	235	STMMW_41221.fasta	
	STMMW_41241		4409744	693	conserved hypothetical protein	220	STMMW_41241.fasta	
	STMMW_41251		4410478	456	possible exported protein	202	STMMW_41251.fasta	
